Date	AtrStop	BuyStop	SellStop
2025-11-30T10:30:00.0000000	2981.57827110727		2981.57827110727
2025-11-30T11:00:00.0000000	2981.57827110727		2981.57827110727
2025-11-30T11:30:00.0000000	2981.57827110727		2981.57827110727
2025-11-30T12:00:00.0000000	2981.57827110727		2981.57827110727
2025-11-30T12:30:00.0000000	2994.74048919047		2994.74048919047
2025-11-30T13:00:00.0000000	3013.90046589568		3013.90046589568
2025-11-30T13:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T14:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T14:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T15:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T15:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T16:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T16:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T17:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T17:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T18:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T18:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T19:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T19:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T20:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T20:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T21:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T21:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T22:00:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T22:30:00.0000000	3014.2718722816		3014.2718722816
2025-11-30T23:00:00.0000000	3043.26107574096	3043.26107574096	
2025-11-30T23:30:00.0000000	3027.59626261043	3027.59626261043	
2025-12-01T00:00:00.0000000	2943.17263105756	2943.17263105756	
2025-12-01T00:30:00.0000000	2894.42631529291	2894.42631529291	
2025-12-01T01:00:00.0000000	2894.42631529291	2894.42631529291	
2025-12-01T01:30:00.0000000	2894.42631529291	2894.42631529291	
2025-12-01T02:00:00.0000000	2894.42631529291	2894.42631529291	
2025-12-01T02:30:00.0000000	2894.42631529291	2894.42631529291	
2025-12-01T03:00:00.0000000	2883.12296469586	2883.12296469586	
2025-12-01T03:30:00.0000000	2883.12296469586	2883.12296469586	
2025-12-01T04:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T04:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T05:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T05:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T06:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T06:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T07:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T07:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T08:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T08:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T09:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T09:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T10:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T10:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T11:00:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T11:30:00.0000000	2868.37071627742	2868.37071627742	
2025-12-01T12:00:00.0000000	2866.41971735495	2866.41971735495	
2025-12-01T12:30:00.0000000	2865.10925462376	2865.10925462376	
2025-12-01T13:00:00.0000000	2865.10925462376	2865.10925462376	
2025-12-01T13:30:00.0000000	2860.88707902382	2860.88707902382	
2025-12-01T14:00:00.0000000	2860.88707902382	2860.88707902382	
2025-12-01T14:30:00.0000000	2860.88707902382	2860.88707902382	
2025-12-01T15:00:00.0000000	2824.99100876693	2824.99100876693	
2025-12-01T15:30:00.0000000	2803.48667501612	2803.48667501612	
2025-12-01T16:00:00.0000000	2795.20635715821	2795.20635715821	
2025-12-01T16:30:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T17:00:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T17:30:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T18:00:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T18:30:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T19:00:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T19:30:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T20:00:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T20:30:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T21:00:00.0000000	2789.42510205544	2789.42510205544	
2025-12-01T21:30:00.0000000	2732.07023711841		2732.07023711841
2025-12-01T22:00:00.0000000	2740.70974963658		2740.70974963658
2025-12-01T22:30:00.0000000	2742.00452346341		2742.00452346341
2025-12-01T23:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-01T23:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T00:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T00:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T01:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T01:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T02:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T02:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T03:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T03:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T04:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T04:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T05:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T05:30:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T06:00:00.0000000	2753.60430806039		2753.60430806039
2025-12-02T06:30:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T07:00:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T07:30:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T08:00:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T08:30:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T09:00:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T09:30:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T10:00:00.0000000	2764.94985098112		2764.94985098112
2025-12-02T10:30:00.0000000	2777.31290210019		2777.31290210019
2025-12-02T11:00:00.0000000	2782.04085914304		2782.04085914304
2025-12-02T11:30:00.0000000	2782.04085914304		2782.04085914304
2025-12-02T12:00:00.0000000	2782.04085914304		2782.04085914304
2025-12-02T12:30:00.0000000	2783.31488750073		2783.31488750073
2025-12-02T13:00:00.0000000	2793.82846428641		2793.82846428641
2025-12-02T13:30:00.0000000	2801.63187074896		2801.63187074896
2025-12-02T14:00:00.0000000	2814.10654357044		2814.10654357044
2025-12-02T14:30:00.0000000	2843.20623197185		2843.20623197185
2025-12-02T15:00:00.0000000	2900.191649497		2900.191649497
2025-12-02T15:30:00.0000000	2941.4539519019		2941.4539519019
2025-12-02T16:00:00.0000000	2941.4539519019		2941.4539519019
2025-12-02T16:30:00.0000000	2941.4539519019		2941.4539519019
2025-12-02T17:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T17:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T18:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T18:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T19:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T19:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T20:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T20:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T21:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T21:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T22:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T22:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T23:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-02T23:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-03T00:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-03T00:30:00.0000000	2960.53589409516		2960.53589409516
2025-12-03T01:00:00.0000000	2960.53589409516		2960.53589409516
2025-12-03T01:30:00.0000000	2962.58032673272		2962.58032673272
2025-12-03T02:00:00.0000000	2985.78602545974		2985.78602545974
2025-12-03T02:30:00.0000000	2985.78602545974		2985.78602545974
2025-12-03T03:00:00.0000000	2985.78602545974		2985.78602545974
2025-12-03T03:30:00.0000000	2985.78602545974		2985.78602545974
2025-12-03T04:00:00.0000000	2991.45900408553		2991.45900408553
2025-12-03T04:30:00.0000000	3000.45619436717		3000.45619436717
2025-12-03T05:00:00.0000000	3001.55351844492		3001.55351844492
2025-12-03T05:30:00.0000000	3005.67477947136		3005.67477947136
2025-12-03T06:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T06:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T07:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T07:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T08:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T08:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T09:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T09:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T10:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T10:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T11:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T11:30:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T12:00:00.0000000	3026.64264711558		3026.64264711558
2025-12-03T12:30:00.0000000	3032.78893863181		3032.78893863181
2025-12-03T13:00:00.0000000	3041.99898917316		3041.99898917316
2025-12-03T13:30:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T14:00:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T14:30:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T15:00:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T15:30:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T16:00:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T16:30:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T17:00:00.0000000	3042.61808492681		3042.61808492681
2025-12-03T17:30:00.0000000	3060.4936239524		3060.4936239524
2025-12-03T18:00:00.0000000	3061.65583233562		3061.65583233562
2025-12-03T18:30:00.0000000	3061.65583233562		3061.65583233562
2025-12-03T19:00:00.0000000	3061.65583233562		3061.65583233562
2025-12-03T19:30:00.0000000	3061.6629477038		3061.6629477038
2025-12-03T20:00:00.0000000	3061.6629477038		3061.6629477038
2025-12-03T20:30:00.0000000	3064.15482784926		3064.15482784926
2025-12-03T21:00:00.0000000	3081.69507414215		3081.69507414215
2025-12-03T21:30:00.0000000	3102.70959442109		3102.70959442109
2025-12-03T22:00:00.0000000	3102.70959442109		3102.70959442109
2025-12-03T22:30:00.0000000	3118.61527838648		3118.61527838648
2025-12-03T23:00:00.0000000	3118.61527838648		3118.61527838648
2025-12-03T23:30:00.0000000	3124.0505926408		3124.0505926408
2025-12-04T00:00:00.0000000	3124.0505926408		3124.0505926408
2025-12-04T00:30:00.0000000	3133.74475522975		3133.74475522975
2025-12-04T01:00:00.0000000	3136.95214783786		3136.95214783786
2025-12-04T01:30:00.0000000	3136.95214783786		3136.95214783786
2025-12-04T02:00:00.0000000	3143.72802524976		3143.72802524976
