Date	Open	High	Low	Close	Volume
2025-12-22T16:00:00.0000000	3051.90000000	3059.30000000	3047.80000000	3056.00000000	3.24320000
2025-12-22T15:30:00.0000000	3040.30000000	3053.90000000	3022.80000000	3049.00000000	4.85750000
2025-12-22T15:00:00.0000000	3054.40000000	3070.40000000	3027.20000000	3041.20000000	3.22840000
2025-12-22T14:30:00.0000000	3056.70000000	3071.00000000	3029.60000000	3059.40000000	3.87850000
2025-12-22T14:00:00.0000000	3055.80000000	3065.80000000	3055.80000000	3059.00000000	2.82620000
2025-12-22T13:30:00.0000000	3059.60000000	3059.60000000	3048.40000000	3054.60000000	3.90790000
2025-12-22T13:00:00.0000000	3056.50000000	3064.10000000	3049.50000000	3059.90000000	2.07720000
2025-12-22T12:30:00.0000000	3054.10000000	3076.50000000	3051.80000000	3059.80000000	4.95860000
2025-12-22T12:00:00.0000000	3049.40000000	3056.40000000	3045.60000000	3052.50000000	1.98010000
2025-12-22T11:30:00.0000000	3044.00000000	3056.00000000	3043.60000000	3050.00000000	1.75270000
2025-12-22T11:00:00.0000000	3040.20000000	3044.70000000	3036.50000000	3044.50000000	1.12590000
2025-12-22T10:30:00.0000000	3039.00000000	3044.30000000	3037.00000000	3040.10000000	1.72690000
2025-12-22T10:00:00.0000000	3040.50000000	3040.60000000	3033.20000000	3036.30000000	1.75840000
2025-12-22T09:30:00.0000000	3041.60000000	3042.00000000	3032.90000000	3037.20000000	2.65870000
2025-12-22T09:00:00.0000000	3026.50000000	3038.40000000	3026.10000000	3036.60000000	2.02790000
2025-12-22T08:30:00.0000000	3053.00000000	3053.90000000	3025.80000000	3026.40000000	2.28760000
2025-12-22T08:00:00.0000000	3029.90000000	3053.00000000	3028.70000000	3049.80000000	13.36610000
2025-12-22T07:30:00.0000000	3031.00000000	3033.30000000	3026.60000000	3030.20000000	13.80790000
2025-12-22T07:00:00.0000000	3026.30000000	3033.80000000	3026.30000000	3031.20000000	6.90330000
2025-12-22T06:30:00.0000000	3025.70000000	3028.40000000	3023.70000000	3026.30000000	0.99410000
2025-12-22T06:00:00.0000000	3028.70000000	3033.20000000	3022.30000000	3024.70000000	1.15610000
2025-12-22T05:30:00.0000000	3026.20000000	3036.20000000	3026.00000000	3028.40000000	0.74550000
2025-12-22T05:00:00.0000000	3039.20000000	3040.10000000	3028.20000000	3029.20000000	1.52840000
2025-12-22T04:30:00.0000000	3035.20000000	3039.80000000	3030.70000000	3035.80000000	1.03420000
2025-12-22T04:00:00.0000000	3020.90000000	3034.40000000	3020.00000000	3034.40000000	0.96640000
2025-12-22T03:30:00.0000000	3025.00000000	3027.20000000	3017.50000000	3019.60000000	1.64470000
2025-12-22T03:00:00.0000000	3010.70000000	3025.00000000	3001.00000000	3024.60000000	2.03450000
2025-12-22T02:30:00.0000000	3002.30000000	3014.10000000	3000.30000000	3008.80000000	1.83160000
2025-12-22T02:00:00.0000000	3017.50000000	3017.50000000	2976.60000000	2997.60000000	5.93280000
2025-12-22T01:30:00.0000000	3037.30000000	3046.20000000	3019.40000000	3019.90000000	2.80070000
2025-12-22T01:00:00.0000000	3027.10000000	3038.50000000	3024.90000000	3035.60000000	2.92870000
2025-12-22T00:30:00.0000000	3030.00000000	3035.70000000	3021.60000000	3028.00000000	2.53180000
2025-12-22T00:00:00.0000000	3002.30000000	3052.00000000	3000.20000000	3028.70000000	13.40250000
2025-12-21T23:30:00.0000000	2994.20000000	3003.80000000	2993.10000000	3001.30000000	1.83000000
2025-12-21T23:00:00.0000000	2995.80000000	3011.70000000	2995.80000000	3000.10000000	3.97390000
2025-12-21T22:30:00.0000000	2988.20000000	2995.80000000	2985.90000000	2995.80000000	2.46380000
2025-12-21T22:00:00.0000000	2971.20000000	2989.80000000	2971.20000000	2985.50000000	2.58400000
2025-12-21T21:30:00.0000000	2986.70000000	2987.60000000	2970.90000000	2971.90000000	9.90820000
2025-12-21T21:00:00.0000000	2986.40000000	2989.80000000	2986.10000000	2987.10000000	0.54520000
2025-12-21T20:30:00.0000000	2990.30000000	2993.30000000	2985.70000000	2986.40000000	1.73320000
2025-12-21T20:00:00.0000000	2992.20000000	2993.70000000	2987.50000000	2988.60000000	0.79320000
2025-12-21T19:30:00.0000000	2990.70000000	2993.00000000	2982.20000000	2991.00000000	2.33360000
2025-12-21T19:00:00.0000000	2991.90000000	2996.30000000	2988.70000000	2990.30000000	2.73920000
2025-12-21T18:30:00.0000000	2977.80000000	2986.60000000	2977.80000000	2986.60000000	2.70410000
2025-12-21T18:00:00.0000000	2983.70000000	2983.70000000	2970.00000000	2977.00000000	1.92030000
2025-12-21T17:30:00.0000000	2979.90000000	2987.50000000	2979.90000000	2982.00000000	4.56100000
2025-12-21T17:00:00.0000000	2986.80000000	2988.00000000	2977.90000000	2978.50000000	8.19020000
2025-12-21T16:30:00.0000000	2977.50000000	2985.30000000	2975.70000000	2985.30000000	4.32480000
2025-12-21T16:00:00.0000000	2974.30000000	2984.20000000	2969.60000000	2977.70000000	5.87650000
2025-12-21T15:30:00.0000000	2970.60000000	2979.70000000	2964.10000000	2975.30000000	4.47940000
2025-12-21T15:00:00.0000000	2964.90000000	2970.00000000	2962.30000000	2966.70000000	3.51470000
2025-12-21T14:30:00.0000000	2969.30000000	2972.00000000	2957.50000000	2969.00000000	2.82750000
2025-12-21T14:00:00.0000000	2947.20000000	2975.70000000	2947.20000000	2963.60000000	4.51090000
2025-12-21T13:30:00.0000000	2965.00000000	2965.60000000	2944.30000000	2948.20000000	8.59140000
2025-12-21T13:00:00.0000000	2991.70000000	2992.00000000	2966.00000000	2967.80000000	13.62820000
2025-12-21T12:30:00.0000000	3001.10000000	3001.70000000	2983.50000000	2989.10000000	18.09880000
2025-12-21T12:00:00.0000000	2997.30000000	3004.50000000	2996.70000000	2999.80000000	10.84700000
2025-12-21T11:30:00.0000000	2996.70000000	2998.30000000	2995.60000000	2996.90000000	6.13430000
2025-12-21T11:00:00.0000000	2996.70000000	3001.20000000	2993.70000000	2999.10000000	8.97850000
2025-12-21T10:30:00.0000000	3001.80000000	3002.10000000	2993.30000000	2996.20000000	12.29990000
2025-12-21T10:00:00.0000000	3004.60000000	3008.30000000	3000.10000000	3002.40000000	4.20830000
2025-12-21T09:30:00.0000000	2994.10000000	3012.60000000	2994.10000000	3001.70000000	5.02590000
2025-12-21T09:00:00.0000000	2993.60000000	2996.10000000	2987.80000000	2990.30000000	5.74020000
2025-12-21T08:30:00.0000000	2984.80000000	2997.30000000	2984.10000000	2992.50000000	7.10970000
2025-12-21T08:00:00.0000000	2981.80000000	2984.40000000	2974.90000000	2984.20000000	4.64560000
2025-12-21T07:30:00.0000000	2977.20000000	2982.10000000	2976.60000000	2981.70000000	2.71540000
2025-12-21T07:00:00.0000000	2976.90000000	2979.20000000	2975.70000000	2978.00000000	4.43950000
2025-12-21T06:30:00.0000000	2977.10000000	2977.10000000	2974.40000000	2976.80000000	4.36500000
2025-12-21T06:00:00.0000000	2973.10000000	2978.20000000	2973.10000000	2976.00000000	6.11410000
2025-12-21T05:30:00.0000000	2976.80000000	2976.80000000	2973.20000000	2974.00000000	2.90180000
2025-12-21T05:00:00.0000000	2975.10000000	2978.70000000	2974.20000000	2976.20000000	3.38390000
2025-12-21T04:30:00.0000000	2978.30000000	2978.70000000	2974.30000000	2976.90000000	5.44570000
2025-12-21T04:00:00.0000000	2973.60000000	2980.10000000	2972.40000000	2978.00000000	7.37290000
2025-12-21T03:30:00.0000000	2973.80000000	2982.20000000	2970.90000000	2973.50000000	11.18800000
2025-12-21T03:00:00.0000000	2965.80000000	2975.80000000	2965.80000000	2974.20000000	6.46080000
2025-12-21T02:30:00.0000000	2968.10000000	2970.30000000	2963.30000000	2965.10000000	5.09130000
2025-12-21T02:00:00.0000000	2967.40000000	2974.40000000	2962.30000000	2967.90000000	2.69170000
2025-12-21T01:30:00.0000000	2974.40000000	2974.40000000	2962.70000000	2967.50000000	2.03340000
2025-12-21T01:00:00.0000000	2979.50000000	2979.50000000	2974.40000000	2974.40000000	6.50010000
2025-12-21T00:30:00.0000000	2980.70000000	2980.70000000	2977.60000000	2979.90000000	0.61810000
2025-12-21T00:00:00.0000000	2978.80000000	2981.60000000	2976.40000000	2980.70000000	0.80920000
2025-12-20T23:30:00.0000000	2976.20000000	2979.70000000	2972.80000000	2978.50000000	6.82910000
2025-12-20T23:00:00.0000000	2976.90000000	2978.10000000	2974.50000000	2975.80000000	1.53240000
2025-12-20T22:30:00.0000000	2974.70000000	2980.80000000	2973.90000000	2978.60000000	0.48780000
2025-12-20T22:00:00.0000000	2979.60000000	2980.50000000	2974.10000000	2974.10000000	0.99970000
2025-12-20T21:30:00.0000000	2983.00000000	2984.00000000	2978.60000000	2979.10000000	1.16330000
2025-12-20T21:00:00.0000000	2985.30000000	2985.90000000	2982.50000000	2982.70000000	0.60620000
2025-12-20T20:30:00.0000000	2980.30000000	2990.30000000	2978.40000000	2984.00000000	4.37820000
2025-12-20T20:00:00.0000000	2977.70000000	2982.00000000	2977.60000000	2980.30000000	0.58050000
2025-12-20T19:30:00.0000000	2978.00000000	2981.20000000	2970.40000000	2977.90000000	1.21820000
2025-12-20T19:00:00.0000000	2976.50000000	2980.90000000	2976.50000000	2976.70000000	0.76800000
2025-12-20T18:30:00.0000000	2984.90000000	2984.90000000	2974.40000000	2977.80000000	12.05740000
2025-12-20T18:00:00.0000000	2978.70000000	2979.90000000	2975.00000000	2976.80000000	1.37650000
2025-12-20T17:30:00.0000000	2978.50000000	2979.60000000	2975.80000000	2979.60000000	0.80110000
2025-12-20T17:00:00.0000000	2979.60000000	2980.90000000	2976.20000000	2979.40000000	1.12160000
2025-12-20T16:30:00.0000000	2976.20000000	2979.00000000	2976.20000000	2977.80000000	0.73610000
2025-12-20T16:00:00.0000000	2977.70000000	2980.70000000	2973.70000000	2976.70000000	1.21500000
2025-12-20T15:30:00.0000000	2975.50000000	2977.70000000	2974.40000000	2975.90000000	0.94610000
2025-12-20T15:00:00.0000000	2979.50000000	2979.50000000	2971.00000000	2972.00000000	1.05400000
2025-12-20T14:30:00.0000000	2975.70000000	2983.80000000	2974.70000000	2980.00000000	0.58300000
2025-12-20T14:00:00.0000000	2979.50000000	2979.50000000	2970.90000000	2976.30000000	2.89640000
2025-12-20T13:30:00.0000000	2971.20000000	2982.40000000	2971.20000000	2979.80000000	1.99010000
2025-12-20T13:00:00.0000000	2989.90000000	2992.30000000	2969.70000000	2972.30000000	3.68810000
2025-12-20T12:30:00.0000000	2989.90000000	2992.90000000	2984.90000000	2989.50000000	2.08360000
2025-12-20T12:00:00.0000000	2987.60000000	2992.40000000	2987.20000000	2990.40000000	2.65580000
2025-12-20T11:30:00.0000000	2988.00000000	2988.00000000	2984.90000000	2986.80000000	2.39240000
2025-12-20T11:00:00.0000000	2978.80000000	2989.00000000	2976.10000000	2986.90000000	1.56590000
2025-12-20T10:30:00.0000000	2979.10000000	2980.40000000	2974.90000000	2978.30000000	1.35550000
2025-12-20T10:00:00.0000000	2983.60000000	2985.90000000	2977.10000000	2977.80000000	2.61200000
2025-12-20T09:30:00.0000000	2985.50000000	2987.10000000	2982.70000000	2982.70000000	1.84490000
2025-12-20T09:00:00.0000000	2984.30000000	2986.60000000	2980.60000000	2983.80000000	8.17980000
2025-12-20T08:30:00.0000000	2993.70000000	2995.70000000	2980.50000000	2982.60000000	206.04950000
2025-12-20T08:00:00.0000000	3021.30000000	3032.80000000	2990.00000000	2993.60000000	44.03440000
2025-12-20T07:30:00.0000000	3020.60000000	3029.30000000	2990.60000000	3029.30000000	2.99600000
2025-12-20T07:00:00.0000000	3010.70000000	3027.70000000	2985.30000000	3018.30000000	0.58220000
2025-12-20T06:30:00.0000000	3027.70000000	3031.90000000	2988.90000000	3026.30000000	1.21780000
2025-12-20T06:00:00.0000000	3026.70000000	3031.90000000	2990.50000000	3028.20000000	2.56050000
2025-12-20T05:30:00.0000000	3028.40000000	3031.30000000	2992.10000000	3026.70000000	0.78940000
2025-12-20T05:00:00.0000000	2989.50000000	3028.40000000	2988.60000000	3028.40000000	1.13400000
2025-12-20T04:30:00.0000000	3024.00000000	3027.50000000	2989.30000000	3024.70000000	1.32640000
2025-12-20T04:00:00.0000000	2994.50000000	3030.90000000	2986.20000000	3023.00000000	0.72640000
2025-12-20T03:30:00.0000000	2993.90000000	3033.10000000	2993.90000000	3030.00000000	1.18140000
2025-12-20T03:00:00.0000000	3018.70000000	3028.60000000	2986.90000000	3028.60000000	1.82820000
2025-12-20T02:30:00.0000000	2986.60000000	3030.50000000	2981.60000000	2986.60000000	7.89830000
2025-12-20T02:00:00.0000000	3009.20000000	3012.00000000	2977.20000000	3012.00000000	1.14460000
2025-12-20T01:30:00.0000000	2982.80000000	3014.90000000	2976.70000000	3008.90000000	2.46430000
2025-12-20T01:00:00.0000000	3007.10000000	3014.00000000	2976.60000000	3013.70000000	3.27970000
2025-12-20T00:30:00.0000000	3008.80000000	3009.90000000	2977.20000000	2996.50000000	1.03360000
2025-12-20T00:00:00.0000000	3010.20000000	3010.20000000	2973.30000000	2979.10000000	2.35140000
2025-12-19T23:30:00.0000000	3021.00000000	3054.90000000	2980.30000000	2982.80000000	17.45500000
2025-12-19T23:00:00.0000000	3007.70000000	3028.60000000	2984.10000000	2987.60000000	2.87470000
2025-12-19T22:30:00.0000000	3031.40000000	3031.70000000	2988.50000000	2989.80000000	4.26960000
2025-12-19T22:00:00.0000000	2997.10000000	3031.20000000	2981.40000000	2993.30000000	2.39430000
2025-12-19T21:30:00.0000000	2985.00000000	3053.40000000	2982.00000000	3006.10000000	5.57760000
2025-12-19T21:00:00.0000000	3029.90000000	3034.60000000	2984.40000000	2984.40000000	1.84090000
2025-12-19T20:30:00.0000000	3011.30000000	3105.40000000	2975.20000000	3001.00000000	27.49170000
2025-12-19T20:00:00.0000000	2957.30000000	3105.00000000	2944.90000000	3099.00000000	432.78520000
2025-12-19T19:30:00.0000000	2945.00000000	2980.90000000	2944.30000000	2956.10000000	5.02100000
2025-12-19T19:00:00.0000000	2932.00000000	2973.80000000	2932.00000000	2968.20000000	7.55050000
2025-12-19T18:30:00.0000000	2936.40000000	2958.00000000	2921.50000000	2953.50000000	5.72680000
2025-12-19T18:00:00.0000000	2937.50000000	2965.10000000	2901.30000000	2957.00000000	13.48330000
2025-12-19T17:30:00.0000000	2963.40000000	2963.40000000	2900.60000000	2900.60000000	11.98700000
2025-12-19T17:00:00.0000000	2932.00000000	2980.20000000	2927.20000000	2943.70000000	7.28140000
2025-12-19T16:30:00.0000000	2967.40000000	2983.90000000	2920.00000000	2929.90000000	4.00250000
2025-12-19T16:00:00.0000000	2950.00000000	2978.30000000	2922.80000000	2949.20000000	16.02330000
2025-12-19T15:30:00.0000000	2929.30000000	2958.40000000	2892.60000000	2907.10000000	1.82700000
2025-12-19T15:00:00.0000000	2960.00000000	2971.40000000	2888.00000000	2940.00000000	4.45560000
2025-12-19T14:30:00.0000000	2890.00000000	2979.00000000	2868.80000000	2964.50000000	32.64810000
2025-12-19T14:00:00.0000000	2923.50000000	2960.00000000	2890.00000000	2890.00000000	2.54190000
2025-12-19T13:30:00.0000000	2952.40000000	2952.40000000	2890.00000000	2890.00000000	3.49830000
2025-12-19T13:00:00.0000000	2917.20000000	2950.40000000	2890.00000000	2890.00000000	1.88730000
2025-12-19T12:30:00.0000000	2912.40000000	2925.90000000	2884.50000000	2890.00000000	2.93240000
2025-12-19T12:00:00.0000000	2928.70000000	2950.80000000	2847.90000000	2931.20000000	7.22680000
2025-12-19T11:30:00.0000000	2935.10000000	2955.20000000	2860.10000000	2929.30000000	6.05090000
2025-12-19T11:00:00.0000000	2943.80000000	2950.30000000	2850.70000000	2943.90000000	3.37300000
2025-12-19T10:30:00.0000000	2880.00000000	2944.80000000	2849.30000000	2942.90000000	11.63490000
2025-12-19T10:00:00.0000000	2854.90000000	2948.90000000	2854.90000000	2880.00000000	0.91620000
2025-12-19T09:30:00.0000000	2944.30000000	2948.10000000	2851.40000000	2942.90000000	1.91720000
2025-12-19T09:00:00.0000000	2853.90000000	2944.20000000	2849.80000000	2854.50000000	0.89380000
2025-12-19T08:30:00.0000000	2850.00000000	2943.00000000	2844.50000000	2931.30000000	1.17490000
2025-12-19T08:00:00.0000000	2938.00000000	2952.90000000	2846.30000000	2942.70000000	1.09490000
2025-12-19T07:30:00.0000000	2929.30000000	2941.50000000	2831.60000000	2934.60000000	5.47120000
2025-12-19T07:00:00.0000000	2863.00000000	2956.10000000	2834.10000000	2851.00000000	8.00500000
2025-12-19T06:30:00.0000000	2888.50000000	2888.50000000	2821.90000000	2864.00000000	0.37460000
2025-12-19T06:00:00.0000000	2826.80000000	2906.90000000	2815.00000000	2830.50000000	3.80860000
2025-12-19T05:30:00.0000000	2867.90000000	2910.00000000	2817.50000000	2910.00000000	4.51000000
2025-12-19T05:00:00.0000000	2833.50000000	2899.60000000	2816.60000000	2886.60000000	2.59360000
2025-12-19T04:30:00.0000000	2899.60000000	2899.60000000	2826.20000000	2832.10000000	8.51560000
2025-12-19T04:00:00.0000000	2869.10000000	2919.80000000	2819.20000000	2895.10000000	9.05300000
2025-12-19T03:30:00.0000000	2878.80000000	2915.50000000	2798.50000000	2898.00000000	7.64160000
2025-12-19T03:00:00.0000000	2780.50000000	2886.70000000	2752.30000000	2886.10000000	8.45460000
2025-12-19T02:30:00.0000000	2769.50000000	2826.30000000	2744.10000000	2826.30000000	3.81360000
2025-12-19T02:00:00.0000000	2808.40000000	2818.20000000	2705.70000000	2818.20000000	87.78300000
2025-12-19T01:30:00.0000000	2813.20000000	2813.90000000	2799.80000000	2810.20000000	1.21330000
2025-12-19T01:00:00.0000000	2808.80000000	2823.30000000	2808.70000000	2813.80000000	1.98940000
2025-12-19T00:30:00.0000000	2815.60000000	2815.60000000	2804.20000000	2807.30000000	2.54260000
2025-12-19T00:00:00.0000000	2812.90000000	2830.20000000	2812.90000000	2815.80000000	1.31540000
2025-12-18T23:30:00.0000000	2814.10000000	2814.10000000	2808.40000000	2812.50000000	1.05650000
2025-12-18T23:00:00.0000000	2810.90000000	2816.80000000	2810.90000000	2811.20000000	1.91890000
2025-12-18T22:30:00.0000000	2811.50000000	2814.20000000	2806.00000000	2806.00000000	2.02410000
2025-12-18T22:00:00.0000000	2813.90000000	2823.90000000	2807.50000000	2809.60000000	1.91830000
2025-12-18T21:30:00.0000000	2808.00000000	2816.40000000	2803.20000000	2814.30000000	3.98860000
2025-12-18T21:00:00.0000000	2772.20000000	2809.40000000	2772.20000000	2809.10000000	2.97200000
2025-12-18T20:30:00.0000000	2763.00000000	2785.10000000	2754.70000000	2771.00000000	22.10800000
2025-12-18T20:00:00.0000000	2745.00000000	2799.00000000	2695.10000000	2793.60000000	50.63640000
2025-12-18T19:30:00.0000000	2791.50000000	2814.80000000	2693.20000000	2695.80000000	3.72050000
2025-12-18T19:00:00.0000000	2733.20000000	2815.70000000	2725.40000000	2730.00000000	2.54080000
2025-12-18T18:30:00.0000000	2756.00000000	2840.30000000	2728.00000000	2734.60000000	3.41250000
2025-12-18T18:00:00.0000000	2789.30000000	2841.10000000	2749.40000000	2749.40000000	2.30340000
2025-12-18T17:30:00.0000000	2804.60000000	2836.30000000	2711.70000000	2824.20000000	13.34660000
2025-12-18T17:00:00.0000000	2863.20000000	2934.60000000	2722.60000000	2813.80000000	6.21040000
2025-12-18T16:30:00.0000000	2910.40000000	2930.00000000	2818.80000000	2834.40000000	1.50160000
2025-12-18T16:00:00.0000000	2853.30000000	2955.90000000	2830.20000000	2920.00000000	4.85050000
2025-12-18T15:30:00.0000000	2871.10000000	2898.80000000	2848.10000000	2854.40000000	0.50800000
2025-12-18T15:00:00.0000000	2897.20000000	2937.20000000	2816.80000000	2875.50000000	1.90360000
2025-12-18T14:30:00.0000000	2933.70000000	2957.50000000	2827.70000000	2827.70000000	1.72600000
2025-12-18T14:00:00.0000000	2942.60000000	2956.50000000	2822.30000000	2923.60000000	3.89470000
2025-12-18T13:30:00.0000000	2878.40000000	2953.20000000	2794.30000000	2942.60000000	6.00680000
2025-12-18T13:00:00.0000000	2807.20000000	2888.90000000	2765.70000000	2866.30000000	4.68050000
2025-12-18T12:30:00.0000000	2745.10000000	2861.60000000	2745.10000000	2858.40000000	9.62550000
2025-12-18T12:00:00.0000000	2848.10000000	2848.90000000	2743.00000000	2744.80000000	5.78990000
2025-12-18T11:30:00.0000000	2747.40000000	2847.80000000	2737.80000000	2746.30000000	13.92350000
2025-12-18T11:00:00.0000000	2846.80000000	2847.60000000	2740.20000000	2843.70000000	6.46440000
2025-12-18T10:30:00.0000000	2813.60000000	2848.60000000	2744.00000000	2807.90000000	2.41750000
2025-12-18T10:00:00.0000000	2738.90000000	2847.50000000	2737.00000000	2827.30000000	2.46390000
2025-12-18T09:30:00.0000000	2735.80000000	2846.80000000	2734.70000000	2739.20000000	3.44540000
2025-12-18T09:00:00.0000000	2728.00000000	2835.60000000	2724.40000000	2835.60000000	2.55840000
2025-12-18T08:30:00.0000000	2733.10000000	2839.90000000	2728.00000000	2834.90000000	1.92750000
2025-12-18T08:00:00.0000000	2724.30000000	2829.20000000	2724.30000000	2733.10000000	2.82290000
